x,y,z,N_side,N_layer,t_label,phi,eta,q,pt,d0,z0,n_label
37.8216,57.6812,-49.227,1,7,T22,0.9911,-0.6598,-1,88.0242,-0.36,-0.3405,226
43.1668,66.0215,-56.248,1,8,T22,0.9911,-0.6598,-1,88.0242,-0.36,-0.3405,227
48.501,74.3688,-63.2689,1,9,T22,0.9911,-0.6598,-1,88.0242,-0.36,-0.3405,228
53.8244,82.7231,-70.2898,1,10,T22,0.9911,-0.6598,-1,88.0242,-0.36,-0.3405,229
8.8613,-3.532,-3.7807,11,1,T23,-0.3766,-0.4077,-1,83.6001,-0.0323,0.2171,230
18.1252,-7.1737,-7.9523,11,2,T23,-0.3766,-0.4077,-1,83.6001,-0.0323,0.2171,231
27.0078,-10.6516,-11.9501,11,3,T23,-0.3766,-0.4077,-1,83.6001,-0.0323,0.2171,232
36.2816,-14.2681,-16.1217,11,4,T23,-0.3766,-0.4077,-1,83.6001,-0.0323,0.2171,233
45.1736,-17.7219,-20.1196,11,5,T23,-0.3766,-0.4077,-1,83.6001,-0.0323,0.2171,234
54.4571,-21.3133,-24.2912,11,6,T23,-0.3766,-0.4077,-1,83.6001,-0.0323,0.2171,235
63.3585,-24.743,-28.289,11,7,T23,-0.3766,-0.4077,-1,83.6001,-0.0323,0.2171,236
72.2644,-28.1608,-32.2868,11,8,T23,-0.3766,-0.4077,-1,83.6001,-0.0323,0.2171,237
81.5624,-31.7147,-36.4584,11,9,T23,-0.3766,-0.4077,-1,83.6001,-0.0323,0.2171,238
90.4775,-35.1083,-40.4562,11,10,T23,-0.3766,-0.4077,-1,83.6001,-0.0323,0.2171,239
6.0747,-7.6065,35.7808,10,1,T24,-0.8875,2.0197,-1,97.9684,-0.0973,-0.2527,240
12.2335,-15.1445,71.8142,10,2,T24,-0.8875,2.0197,-1,97.9684,-0.0973,-0.2527,241
18.3267,-22.5846,107.4136,10,3,T24,-0.8875,2.0197,-1,97.9684,-0.0973,-0.2527,242
24.5029,-30.1084,143.447,10,4,T24,-0.8875,2.0197,-1,97.9684,-0.0973,-0.2527,243
30.6877,-37.625,179.4805,10,5,T24,-0.8875,2.0197,-1,97.9684,-0.0973,-0.2527,244
36.8812,-45.1345,215.514,10,6,T24,-0.8875,2.0197,-1,97.9684,-0.0973,-0.2527,245
43.0086,-52.5465,251.1133,10,7,T24,-0.8875,2.0197,-1,97.9684,-0.0973,-0.2527,246
49.2194,-60.0417,287.1468,10,8,T24,-0.8875,2.0197,-1,97.9684,-0.0973,-0.2527,247
55.4388,-67.5297,323.1802,10,9,T24,-0.8875,2.0197,-1,97.9684,-0.0973,-0.2527,248
61.6669,-75.0106,359.2137,10,10,T24,-0.8875,2.0197,-1,97.9684,-0.0973,-0.2527,249
2.0453,9.4892,9.4908,2,1,T25,1.3884,0.8572,1,43.85,-0.2779,0.1173,250
3.8417,19.0242,18.8643,2,2,T25,1.3884,0.8572,1,43.85,-0.2779,0.1173,251
5.6627,28.5546,28.2378,2,3,T25,1.3884,0.8572,1,43.85,-0.2779,0.1173,252
