x,y,z,N_side,N_layer,t_label,phi,eta,q,pt,d0,z0,n_label
-97.9752,-7.7148,204.0715,6,10,T17,-3.0746,1.4781,-1,83.0443,0.464,-0.1629,179
2.5642,8.9865,1.6755,2,1,T18,1.3404,0.1527,-1,94.2182,-0.4496,0.2441,180
4.7807,18.5111,3.1749,2,2,T18,1.3404,0.1527,-1,94.2182,-0.4496,0.2441,181
6.9857,28.0383,4.6744,2,3,T18,1.3404,0.1527,-1,94.2182,-0.4496,0.2441,182
9.1792,37.5682,6.1739,2,4,T18,1.3404,0.1527,-1,94.2182,-0.4496,0.2441,183
11.3612,47.1008,7.6734,2,5,T18,1.3404,0.1527,-1,94.2182,-0.4496,0.2441,184
13.5316,56.636,9.1729,2,6,T18,1.3404,0.1527,-1,94.2182,-0.4496,0.2441,185
15.5927,65.7402,10.6042,2,7,T18,1.3404,0.1527,-1,94.2182,-0.4496,0.2441,186
17.7407,75.2805,12.1037,2,8,T18,1.3404,0.1527,-1,94.2182,-0.4496,0.2441,187
19.7803,84.3895,13.535,2,9,T18,1.3404,0.1527,-1,94.2182,-0.4496,0.2441,188
21.9057,93.9348,15.0345,2,10,T18,1.3404,0.1527,-1,94.2182,-0.4496,0.2441,189
6.513,6.8348,0.7903,1,1,T19,0.8311,0.0317,-1,26.5018,-0.2234,0.491,190
13.1321,14.181,1.1039,1,2,T19,0.8311,0.0317,-1,26.5018,-0.2234,0.491,191
19.7193,21.5558,1.4176,1,3,T19,0.8311,0.0317,-1,26.5018,-0.2234,0.491,192
25.9772,28.622,1.7169,1,4,T19,0.8311,0.0317,-1,26.5018,-0.2234,0.491,193
32.2058,35.714,2.0163,1,5,T19,0.8311,0.0317,-1,26.5018,-0.2234,0.491,194
38.6994,43.1714,2.3299,1,6,T19,0.8311,0.0317,-1,26.5018,-0.2234,0.491,195
45.1605,50.6569,2.6435,1,7,T19,0.8311,0.0317,-1,26.5018,-0.2234,0.491,196
51.5891,58.1704,2.9571,1,8,T19,0.8311,0.0317,-1,26.5018,-0.2234,0.491,197
57.695,65.3683,3.2565,1,9,T19,0.8311,0.0317,-1,26.5018,-0.2234,0.491,198
63.7711,72.5914,3.5559,1,10,T19,0.8311,0.0317,-1,26.5018,-0.2234,0.491,199
5.9037,7.7,-41.2977,1,1,T20,0.9353,-2.1625,-1,54.8677,-0.1908,0.3077,200
11.698,15.6074,-83.3412,1,2,T20,0.9353,-2.1625,-1,54.8677,-0.1908,0.3077,201
17.4759,23.5269,-125.3846,1,3,T20,0.9353,-2.1625,-1,54.8677,-0.1908,0.3077,202
23.2374,31.4583,-167.428,1,4,T20,0.9353,-2.1625,-1,54.8677,-0.1908,0.3077,203
28.9823,39.4017,-209.4715,1,5,T20,0.9353,-2.1625,-1,54.8677,-0.1908,0.3077,204
34.7107,47.3571,-251.5149,1,6,T20,0.9353,-2.1625,-1,54.8677,-0.1908,0.3077,205
40.4226,55.3243,-293.5583,1,7,T20,0.9353,-2.1625,-1,54.8677,-0.1908,0.3077,206
46.0586,63.2202,-335.1638,1,8,T20,0.9353,-2.1625,-1,54.8677,-0.1908,0.3077,207
51.7375,71.211,-377.2072,1,9,T20,0.9353,-2.1625,-1,54.8677,-0.1908,0.3077,208
57.3408,79.1301,-418.8127,1,10,T20,0.9353,-2.1625,-1,54.8677,-0.1908,0.3077,209
3.9887,-8.9517,-8.1066,9,1,T21,-1.1792,-0.7385,-1,28.8922,0.2512,-0.196,210
7.7808,-17.9843,-16.0173,9,2,T21,-1.1792,-0.7385,-1,28.8922,0.2512,-0.196,211
11.6084,-27.0019,-23.9279,9,3,T21,-1.1792,-0.7385,-1,28.8922,0.2512,-0.196,212
15.4716,-36.0044,-31.8385,9,4,T21,-1.1792,-0.7385,-1,28.8922,0.2512,-0.196,213
19.3703,-44.9916,-39.7492,9,5,T21,-1.1792,-0.7385,-1,28.8922,0.2512,-0.196,214
23.3045,-53.9633,-47.6598,9,6,T21,-1.1792,-0.7385,-1,28.8922,0.2512,-0.196,215
27.2739,-62.9194,-55.5704,9,7,T21,-1.1792,-0.7385,-1,28.8922,0.2512,-0.196,216
31.2787,-71.8598,-63.4811,9,8,T21,-1.1792,-0.7385,-1,28.8922,0.2512,-0.196,217
35.3187,-80.7843,-71.3917,9,9,T21,-1.1792,-0.7385,-1,28.8922,0.2512,-0.196,218
39.3938,-89.6928,-79.3023,9,10,T21,-1.1792,-0.7385,-1,28.8922,0.2512,-0.196,219
-5.1454,-8.6026,2.455,7,1,T22,-2.1335,0.2528,-1,42.9049,0.224,-0.1055,220
-10.2268,-16.7303,4.9042,7,2,T22,-2.1335,0.2528,-1,42.9049,0.224,-0.1055,221
-15.746,-25.6119,7.576,7,3,T22,-2.1335,0.2528,-1,42.9049,0.224,-0.1055,222
-20.7831,-33.7671,10.0252,7,4,T22,-2.1335,0.2528,-1,42.9049,0.224,-0.1055,223
-26.0265,-42.307,12.5857,7,5,T22,-2.1335,0.2528,-1,42.9049,0.224,-0.1055,224
-31.2467,-50.861,15.1462,7,6,T22,-2.1335,0.2528,-1,42.9049,0.224,-0.1055,225
-36.2182,-59.0565,17.5954,7,7,T22,-2.1335,0.2528,-1,42.9049,0.224,-0.1055,226
-41.6173,-68.0116,20.2673,7,8,T22,-2.1335,0.2528,-1,42.9049,0.224,-0.1055,227
-46.5442,-76.2339,22.7164,7,9,T22,-2.1335,0.2528,-1,42.9049,0.224,-0.1055,228
-51.6721,-84.8436,25.277,7,10,T22,-2.1335,0.2528,-1,42.9049,0.224,-0.1055,229
8.8246,4.5032,38.8501,0,1,T23,0.516,2.0747,-1,55.8352,-0.4475,0.0699,230
17.4183,9.4132,77.6303,0,2,T23,0.516,2.0747,-1,55.8352,-0.4475,0.0699,231
26.0982,14.3965,116.8462,0,3,T23,0.516,2.0747,-1,55.8352,-0.4475,0.0699,232
